sep=,
Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Sa'adah, S., Wibowo, M.S.","55523371300;57216361583;","Prediction of Gross Domestic Product (GDP) in Indonesia Using Deep Learning Algorithm",2020,"2020 3rd International Seminar on Research of Information Technology and Intelligent Systems, ISRITI 2020",,,"9315519","32","36",,1,"10.1109/ISRITI51436.2020.9315519","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100057564&doi=10.1109%2fISRITI51436.2020.9315519&partnerID=40&md5=590eecb796ed6d82fe74bfe4f36b2f64",Conference Paper,"Final","",Scopus,2-s2.0-85100057564
"Negi, A., Chauhan, P., Kumar, K., Rajput, R.S.","57217667963;57222373215;57221002735;57208906625;","Face Mask Detection Classifier and Model Pruning with Keras-Surgeon",2020,"2020 5th IEEE International Conference on Recent Advances and Innovations in Engineering, ICRAIE 2020 - Proceeding",,,"9358337","","",,5,"10.1109/ICRAIE51050.2020.9358337","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102491829&doi=10.1109%2fICRAIE51050.2020.9358337&partnerID=40&md5=a5c774c793af5d4b72a6c853007c4b17",Conference Paper,"Final","",Scopus,2-s2.0-85102491829
"Truong, T., Lalseta, D., Ittyipe, R., Yanushkevich, S.","57210956077;57221644540;57221642747;6701583388;","Detecting Proper Mask Usage with Soft Attention",2020,"2020 IEEE Symposium Series on Computational Intelligence, SSCI 2020",,,"9308430","1745","1750",,3,"10.1109/SSCI47803.2020.9308430","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099681430&doi=10.1109%2fSSCI47803.2020.9308430&partnerID=40&md5=648ebd9124c3d1a47f892fb7a6af5fb2",Conference Paper,"Final","",Scopus,2-s2.0-85099681430
"Khan, S.D., Alarabi, L., Basalamah, S.","55945638800;55816252700;22333577500;","Toward smart lockdown: A novel approach for covid-19 hotspots prediction using a deep hybrid neural network",2020,"Computers","9","4","99","1","16",,5,"10.3390/computers9040099","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097949444&doi=10.3390%2fcomputers9040099&partnerID=40&md5=a48e55adf2ba8bbfa1ea97dbc8bed535",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85097949444
"Monaco, A., Amoroso, N., Bellantuono, L., Pantaleo, E., Tangaro, S., Bellotti, R.","7201639219;55419832300;56166549700;16245945500;8712490600;8419904800;","Multi-time-scale features for accurate respiratory sound classification",2020,"Applied Sciences (Switzerland)","10","23","8606","1","17",,4,"10.3390/app10238606","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097298363&doi=10.3390%2fapp10238606&partnerID=40&md5=66cb4060afe6f8c0821f7a9e72373d7c",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85097298363
"Rahmadani, F., Lee, H.","57218506873;57188685708;","Hybrid deep learning-based epidemic prediction framework of covid-19: South korea case",2020,"Applied Sciences (Switzerland)","10","23","8539","1","21",,3,"10.3390/app10238539","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097051355&doi=10.3390%2fapp10238539&partnerID=40&md5=6a8c58348a04e0cd265f1b2cb903305b",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85097051355
"Abdulaal, A., Patel, A., Charani, E., Denny, S., Alqahtani, S.A., Davies, G.W., Mughal, N., Moore, L.S.P.","57211399746;57217588005;57208140595;56763823900;21741991200;57218479781;57201978337;54906028100;","Comparison of deep learning with regression analysis in creating predictive models for SARS-CoV-2 outcomes",2020,"BMC Medical Informatics and Decision Making","20","1","299","","",,11,"10.1186/s12911-020-01316-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096305895&doi=10.1186%2fs12911-020-01316-6&partnerID=40&md5=01484ffd5ea8f4361fc025b3ef521256",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85096305895
"Dias, S.B., Hadjileontiadou, S.J., Diniz, J., Hadjileontiadis, L.J.","55806851900;6507512964;35769092800;7004037926;","DeepLMS: a deep learning predictive model for supporting online learning in the Covid-19 era",2020,"Scientific Reports","10","1","19888","","",,15,"10.1038/s41598-020-76740-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096044807&doi=10.1038%2fs41598-020-76740-9&partnerID=40&md5=da79c2380c157e671417ba5274b34710",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85096044807
"Srinivasa Rao, A.S.R., Krantz, S.G.","7404474345;7102919152;","Come What May, Digital Health Technologies Will Never Be Able to Predict the Emergence of Unknown Viruses and Microorganisms with any Degree of Certainty",2020,"Journal of Medical Systems","44","12","201","","",,,"10.1007/s10916-020-01667-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85093105291&doi=10.1007%2fs10916-020-01667-7&partnerID=40&md5=1d0f0319ce71e4f3ffd43aeb51615428",Note,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-85093105291
"Kafieh, R., Saeedizadeh, N., Arian, R., Amini, Z., Serej, N.D., Vaezi, A., Javanmard, S.H.","24577053200;57195264473;57209689355;57208252371;54788219000;55776718800;25960083700;","Isfahan and Covid-19: Deep spatiotemporal representation",2020,"Chaos, Solitons and Fractals","141",,"110339","","",,2,"10.1016/j.chaos.2020.110339","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092689681&doi=10.1016%2fj.chaos.2020.110339&partnerID=40&md5=feb0b225eb72bb04393541ec1a1f2324",Article,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-85092689681
"Zhang, X., Ji, Z., Zheng, Y., Ye, X., Li, D.","57202792343;57218587807;57202790009;36474249400;56573020800;","Evaluating the effect of city lock-down on controlling COVID-19 propagation through deep learning and network science models",2020,"Cities","107",,"102869","","",,9,"10.1016/j.cities.2020.102869","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089691082&doi=10.1016%2fj.cities.2020.102869&partnerID=40&md5=0e4de2e41cb2496ad95b3a0c3ad2ac20",Article,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-85089691082
"Yadav, R.S.","56201903800;","Data analysis of COVID-2019 epidemic using machine learning methods: a case study of India",2020,"International Journal of Information Technology (Singapore)","12","4",,"1321","1330",,15,"10.1007/s41870-020-00484-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086993780&doi=10.1007%2fs41870-020-00484-y&partnerID=40&md5=70165cf5196e74cea5a7aaf85aa4e9ef",Article,"Final","All Open Access, Bronze",Scopus,2-s2.0-85086993780
"Wang, Q.","57222372003;","Performance of Different Models of Machine Learning in Predicting the COVID-19 Pandemic",2020,"Proceedings - 2020 International Conference on Public Health and Data Science, ICPHDS 2020",,,"9361901","218","226",,,"10.1109/ICPHDS51617.2020.00050","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102522354&doi=10.1109%2fICPHDS51617.2020.00050&partnerID=40&md5=f65416a27dc2632f845c0ca8c58579dc",Conference Paper,"Final","All Open Access, Bronze",Scopus,2-s2.0-85102522354
"Dhuri, D.B., Hanasoge, S.M., Birch, A.C., Schunker, H.","57194071844;14035550100;7005581290;8572927700;","Application and interpretation of deep learning for identifying pre-emergence magnetic field patterns",2020,"Astrophysical Journal","903","1","27","","",,,"10.3847/1538-4357/abb771","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85095814272&doi=10.3847%2f1538-4357%2fabb771&partnerID=40&md5=a01bda7a873b880d8e09f502b71e23f6",Article,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-85095814272
"Wang, P., Zheng, X., Ai, G., Liu, D., Zhu, B.","57216413976;16064941200;55356012900;57193348644;57217583967;","Time series prediction for the epidemic trends of COVID-19 using the improved LSTM deep learning method: Case studies in Russia, Peru and Iran",2020,"Chaos, Solitons and Fractals","140",,"110214","","",,37,"10.1016/j.chaos.2020.110214","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089702845&doi=10.1016%2fj.chaos.2020.110214&partnerID=40&md5=8b1e6e5201c4a1dbd13a8f9430213b28",Article,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-85089702845
"Shahid, F., Zameer, A., Muneeb, M.","57214725480;57202779741;57221994101;","Predictions for COVID-19 with deep learning models of LSTM, GRU and Bi-LSTM",2020,"Chaos, Solitons and Fractals","140",,"110212","","",,94,"10.1016/j.chaos.2020.110212","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089682033&doi=10.1016%2fj.chaos.2020.110212&partnerID=40&md5=94dfbc1676bb6f7c844ddeab8d4aaf19",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85089682033
"Sadefo Kamdem, J., Bandolo Essomba, R., Njong Berinyuy, J.","57205417901;57218581359;57218585665;","Deep learning models for forecasting and analyzing the implications of COVID-19 spread on some commodities markets volatilities",2020,"Chaos, Solitons and Fractals","140",,"110215","","",,14,"10.1016/j.chaos.2020.110215","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089671151&doi=10.1016%2fj.chaos.2020.110215&partnerID=40&md5=82d24f0bc66ca449e31c03cddaa2259e",Article,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-85089671151
"Shastri, S., Singh, K., Kumar, S., Kour, P., Mansotra, V.","57208925729;57221031051;35280383200;57218583351;16429546300;","Time series forecasting of Covid-19 using deep learning models: India-USA comparative case study",2020,"Chaos, Solitons and Fractals","140",,"110227","","",,62,"10.1016/j.chaos.2020.110227","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089666725&doi=10.1016%2fj.chaos.2020.110227&partnerID=40&md5=28e2a6e5a2033804a24ec208969544c2",Article,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-85089666725
"Zeroual, A., Harrou, F., Dairi, A., Sun, Y.","57201975264;26433417000;57200449072;55737745300;","Deep learning methods for forecasting COVID-19 time-Series data: A Comparative study",2020,"Chaos, Solitons and Fractals","140",,"110121","","",,103,"10.1016/j.chaos.2020.110121","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088226654&doi=10.1016%2fj.chaos.2020.110121&partnerID=40&md5=d0e6df9a1c51ab9275d63217e5e4aed6",Article,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-85088226654
"Alakus, T.B., Turkoglu, I.","57200138797;6603155686;","Comparison of deep learning approaches to predict COVID-19 infection",2020,"Chaos, Solitons and Fractals","140",,"110120","","",,60,"10.1016/j.chaos.2020.110120","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087932862&doi=10.1016%2fj.chaos.2020.110120&partnerID=40&md5=77cee73f9d07fb36e6b3285a41ea8436",Article,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-85087932862
"Bodapati, S., Bandarupally, H., Trupthi, M.","57216584772;57220806688;56681192600;","COVID-19 Time Series Forecasting of Daily Cases, Deaths Caused and Recovered Cases using Long Short Term Memory Networks",2020,"2020 IEEE 5th International Conference on Computing Communication and Automation, ICCCA 2020",,,"9250863","525","530",,7,"10.1109/ICCCA49541.2020.9250863","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097655894&doi=10.1109%2fICCCA49541.2020.9250863&partnerID=40&md5=8a12be81e0fd5df2fba53ede1bafd6ab",Conference Paper,"Final","All Open Access, Bronze",Scopus,2-s2.0-85097655894
"Alwaeli, Z.A.A., Ibrahim, A.A.","57220813503;57204052667;","Predicting Covid-19 Trajectory Using Machine Learning",2020,"4th International Symposium on Multidisciplinary Studies and Innovative Technologies, ISMSIT 2020 - Proceedings",,,"9255149","","",,3,"10.1109/ISMSIT50672.2020.9255149","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097676060&doi=10.1109%2fISMSIT50672.2020.9255149&partnerID=40&md5=a5f5cbffa7b0d6813dedc48497451c4d",Conference Paper,"Final","All Open Access, Bronze",Scopus,2-s2.0-85097676060
"Istaiteh, O., Owais, T., Al-Madi, N., Abu-Soud, S.","57200816770;57221261170;55575836600;7801621946;","Machine Learning Approaches for COVID-19 Forecasting",2020,"2020 International Conference on Intelligent Data Science Technologies and Applications, IDSTA 2020",,,"9264101","50","57",,7,"10.1109/IDSTA50958.2020.9264101","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098641590&doi=10.1109%2fIDSTA50958.2020.9264101&partnerID=40&md5=d2c5b9ccbd70cc58e2ed753842243833",Conference Paper,"Final","All Open Access, Bronze",Scopus,2-s2.0-85098641590
"Prenkaj, B., Stilo, G., Madeddu, L.","57200393698;35093541700;57216287910;","Challenges and Solutions to the Student Dropout Prediction Problem in Online Courses",2020,"International Conference on Information and Knowledge Management, Proceedings",,,,"3513","3514",,5,"10.1145/3340531.3412172","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85095866495&doi=10.1145%2f3340531.3412172&partnerID=40&md5=ef8402fc5ce404f5ac122cd93df5cf0a",Conference Paper,"Final","",Scopus,2-s2.0-85095866495
"Miralles-Pechuán, L., Jiménez, F., Ponce, H., Martínez-Villaseñor, L.","57028327600;55812407300;54911890000;57205420316;","A Methodology Based on Deep Q-Learning/Genetic Algorithms for Optimizing COVID-19 Pandemic Government Actions",2020,"International Conference on Information and Knowledge Management, Proceedings",,,,"1135","1144",,2,"10.1145/3340531.3412179","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85095863628&doi=10.1145%2f3340531.3412179&partnerID=40&md5=a6e845908f7d9b2b477fcfedb72980b5",Conference Paper,"Final","",Scopus,2-s2.0-85095863628
"García-Peñalvo, F.J., Casado-Lumbreras, C., Colomo-Palacios, R., Yadav, A.","16031087300;26537201300;25653963200;23096666800;","Smart learning",2020,"Applied Sciences (Switzerland)","10","19","6964","1","7",,7,"10.3390/app10196964","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092778624&doi=10.3390%2fapp10196964&partnerID=40&md5=72cd8e4ced1b0c3be64e29d23374f8ed",Editorial,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85092778624
"Sheetal, A., Feng, Z., Savani, K.","57219016648;57215188488;25628837200;","Using Machine Learning to Generate Novel Hypotheses: Increasing Optimism About COVID-19 Makes People Less Willing to Justify Unethical Behaviors",2020,"Psychological Science","31","10",,"1222","1235",,13,"10.1177/0956797620959594","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091042961&doi=10.1177%2f0956797620959594&partnerID=40&md5=337b8bea868afd852bffd32cd39444e0",Article,"Final","All Open Access, Bronze",Scopus,2-s2.0-85091042961
"Hawas, M.","57194832336;","Generated time-series prediction data of COVID-19′s daily infections in Brazil by using recurrent neural networks",2020,"Data in Brief","32",,"106175","","",,12,"10.1016/j.dib.2020.106175","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089819781&doi=10.1016%2fj.dib.2020.106175&partnerID=40&md5=8900a4e3df266b6f72a4d3d7b2c56854",Data Paper,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85089819781
"Koppu, S., Maddikunta, P.K.R., Srivastava, G.","55808798600;57219858463;57202588447;","Deep learning disease prediction model for use with intelligent robots",2020,"Computers and Electrical Engineering","87",,"106765","","",,8,"10.1016/j.compeleceng.2020.106765","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088112989&doi=10.1016%2fj.compeleceng.2020.106765&partnerID=40&md5=3ed9301b7fa8232a472d0dc87cb0d946",Article,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-85088112989
"Arora, P., Kumar, H., Panigrahi, B.K.","57215358810;57211391175;25637555100;","Prediction and analysis of COVID-19 positive cases using deep learning models: A descriptive case study of India",2020,"Chaos, Solitons and Fractals","139",,"110017","","",,104,"10.1016/j.chaos.2020.110017","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087066876&doi=10.1016%2fj.chaos.2020.110017&partnerID=40&md5=913384841eb16d675fd068ab5c885720",Article,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-85087066876
"Faezipour, M., Abuzneid, A.","17434188600;6504299299;","Smartphone-based self-testing of COVID-19 using breathing sounds",2020,"Telemedicine and e-Health","26","10",,"1202","1205",,31,"10.1089/tmj.2020.0114","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086935346&doi=10.1089%2ftmj.2020.0114&partnerID=40&md5=85e591a781ca7740f5dadf2487914a0c",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85086935346
"Zimmerman, A., Kalra, D.","57219529450;56107739200;","Usefulness of machine learning in COVID-19 for the detection and prognosis of cardiovascular complications",2020,"Reviews in Cardiovascular Medicine","21","3",,"345","352",,5,"10.31083/j.rcm.2020.03.120","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85093643341&doi=10.31083%2fj.rcm.2020.03.120&partnerID=40&md5=fe6e85cca293e0a156969f690ff51fd1",Review,"Final","All Open Access, Gold",Scopus,2-s2.0-85093643341
"Li, Y., Horowitz, M.A., Liu, J., Chew, A., Lan, H., Liu, Q., Sha, D., Yang, C.","57189296641;57218342457;57219454249;57219450483;57197779139;57202621367;57215428770;57212075798;","Individual-Level Fatality Prediction of COVID-19 Patients Using AI Methods",2020,"Frontiers in Public Health","8",,"587937","","",,12,"10.3389/fpubh.2020.587937","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092789077&doi=10.3389%2ffpubh.2020.587937&partnerID=40&md5=45dc69bedd0ee75de2f29146fef24a74",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85092789077
[No author name available],[No author id available],"12th AEIT International Annual Conference, AEIT 2020",2020,"12th AEIT International Annual Conference, AEIT 2020",,,,"","",718,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097170418&partnerID=40&md5=fdde1a8de92d0886738ae322d44d65b5",Conference Review,"Final","",Scopus,2-s2.0-85097170418
"Fedorin, I., Slyusarenko, K., Nastenko, M.","36561380700;57210106356;57219240592;","Respiratory events screening using consumer smartwatches",2020,"UbiComp/ISWC 2020 Adjunct - Proceedings of the 2020 ACM International Joint Conference on Pervasive and Ubiquitous Computing and Proceedings of the 2020 ACM International Symposium on Wearable Computers",,,,"25","28",,3,"10.1145/3410530.3414399","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091824766&doi=10.1145%2f3410530.3414399&partnerID=40&md5=90e830257f1522fb493e267fb1ad9145",Conference Paper,"Final","",Scopus,2-s2.0-85091824766
"Zhang, W., Zhao, W.G.W., Wu, D., Yang, Y.","57193673120;57460443500;57460442300;56379191400;","Predicting COVID-19 trends in Canada: A tale of four models",2020,"Cognitive Computation and Systems","2","3",,"112","118",,3,"10.1049/ccs.2020.0017","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097806284&doi=10.1049%2fccs.2020.0017&partnerID=40&md5=9dcfa88dafdb1cd6df4c7c5c5eda787d",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85097806284
"Prakash, A., Sharma, P., Sinha, I.K., Singh, U.P.","57220199140;57220194461;57220201641;57216689092;","Spread Peak Prediction of Covid-19 using ANN and Regression (Workshop Paper)",2020,"Proceedings - 2020 IEEE 6th International Conference on Multimedia Big Data, BigMM 2020",,,"9232477","356","365",,3,"10.1109/BigMM50055.2020.00062","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097216557&doi=10.1109%2fBigMM50055.2020.00062&partnerID=40&md5=1e2260f45b3244d25a6ed92f4fb6482b",Conference Paper,"Final","All Open Access, Bronze",Scopus,2-s2.0-85097216557
"Petrovic, N.","57206900973;","Simulation Environment for Optimal Resource Planning during COVID-19 Crisis",2020,"2020 55th International Scientific Conference on Information, Communication and Energy Systems and Technologies, ICEST 2020 - Proceedings",,,"9232908","23","26",,8,"10.1109/ICEST49890.2020.9232908","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096708129&doi=10.1109%2fICEST49890.2020.9232908&partnerID=40&md5=e6f87b31f2798af34380eb2c783e8950",Conference Paper,"Final","All Open Access, Bronze",Scopus,2-s2.0-85096708129
"Ahir, S., Telavane, D., Thomas, R.","57219612337;57219609570;57220843600;","The impact of Artificial Intelligence, Blockchain, Big Data and evolving technologies in Coronavirus Disease-2019 (COVID-19) curtailment",2020,"Proceedings - International Conference on Smart Electronics and Communication, ICOSEC 2020",,,"9215294","113","120",,11,"10.1109/ICOSEC49089.2020.9215294","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85094192816&doi=10.1109%2fICOSEC49089.2020.9215294&partnerID=40&md5=69d3c375651de733ecaebe1d529028be",Conference Paper,"Final","All Open Access, Bronze",Scopus,2-s2.0-85094192816
"Elbishlawi, S., Abdelpakey, M.H., Eltantawy, A., Shehata, M.S., Mohamed, M.M.","57219237821;57204050078;57031798600;15056870600;55417474100;","Deep Learning-Based Crowd Scene Analysis Survey",2020,"Journal of Imaging","6","9","95","","",,3,"10.3390/JIMAGING6090095","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091843543&doi=10.3390%2fJIMAGING6090095&partnerID=40&md5=a54b657997058af529d9e83c379141da",Review,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85091843543
"Jung, S.Y., Jo, H., Son, H., Hwang, H.J.","56660153400;57208772486;57210128553;8580601600;","Real-world implications of a rapidly responsive COVID-19 spread model with time-dependent parameters via deep learning: Model development and validation",2020,"Journal of Medical Internet Research","22","9",,"","",,4,"10.2196/19907","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090870113&doi=10.2196%2f19907&partnerID=40&md5=3e4399af5997bf5be66ba63fe3d2fa43",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85090870113
"Jia, Q., Guo, Y., Wang, G., Barnes, S.J.","57118873800;57218677945;57218677423;7202713947;","Big data analytics in the fight against major public health incidents (Including COVID-19): A conceptual framework",2020,"International Journal of Environmental Research and Public Health","17","17","6161","1","21",,16,"10.3390/ijerph17176161","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090008417&doi=10.3390%2fijerph17176161&partnerID=40&md5=25df684091e102f7bc260c28dd609f33",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85090008417
"Farooq, J., Bazaz, M.A.","57218292290;35226206400;","A novel adaptive deep learning model of Covid-19 with focus on mortality reduction strategies",2020,"Chaos, Solitons and Fractals","138",,"110148","","",,17,"10.1016/j.chaos.2020.110148","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088633221&doi=10.1016%2fj.chaos.2020.110148&partnerID=40&md5=7ece5c250418b604a481040fe9f3978d",Article,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-85088633221
"Swapnarekha, H., Behera, H.S., Nayak, J., Naik, B.","57217014695;21233604200;56340101200;56493274100;","Role of intelligent computing in COVID-19 prognosis: A state-of-the-art review",2020,"Chaos, Solitons and Fractals","138",,"109947","","",,68,"10.1016/j.chaos.2020.109947","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085730800&doi=10.1016%2fj.chaos.2020.109947&partnerID=40&md5=85f9406666154702d168ea02d507fef1",Article,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-85085730800
[No author name available],[No author id available],"Proceedings - 2nd Al-Noor International Conference for Science and Technology, NICST 2020",2020,"Proceedings - 2nd Al-Noor International Conference for Science and Technology, NICST 2020",,,,"","",77,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108741507&partnerID=40&md5=69f36c152e1faddf904a6fe9d8c05b47",Conference Review,"Final","",Scopus,2-s2.0-85108741507
"Hou, Y.C., Baharuddin, M.Z., Yussof, S., Dzulkifly, S.","37067465000;35329255600;16023225600;55569716800;","Social Distancing Detection with Deep Learning Model",2020,"2020 8th International Conference on Information Technology and Multimedia, ICIMU 2020",,,"9243478","334","338",,13,"10.1109/ICIMU49871.2020.9243478","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097654416&doi=10.1109%2fICIMU49871.2020.9243478&partnerID=40&md5=4a1d359082d077fa51880b6e7768ac1c",Conference Paper,"Final","All Open Access, Bronze",Scopus,2-s2.0-85097654416
"Kim, M., Kang, J., Kim, D., Song, H., Min, H., Nam, Y., Park, D., Lee, J.-G.","57221073721;57218846254;57218846627;57195601993;57218843483;57218846844;17434903600;36485021800;","Hi-COVIDNet: Deep Learning Approach to Predict Inbound COVID-19 Patients and Case Study in South Korea",2020,"Proceedings of the ACM SIGKDD International Conference on Knowledge Discovery and Data Mining",,,,"3466","3473",,10,"10.1145/3394486.3412864","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090419678&doi=10.1145%2f3394486.3412864&partnerID=40&md5=9ece4f20df2ba05bb70d5363a6b6e99d",Conference Paper,"Final","",Scopus,2-s2.0-85090419678
"Ghamizi, S., Rwemalika, R., Cordy, M., Veiber, L., Bissyandé, T.F., Papadakis, M., Klein, J., Le Traon, Y.","56535334900;57208769382;55035833600;57218846834;36080354200;57197295611;56282553000;55884641800;","Data-driven Simulation and Optimization for Covid-19 Exit Strategies",2020,"Proceedings of the ACM SIGKDD International Conference on Knowledge Discovery and Data Mining",,,,"3434","3442",,7,"10.1145/3394486.3412863","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090416060&doi=10.1145%2f3394486.3412863&partnerID=40&md5=eac0b5802a95b8a3ae75dc46a28fc790",Conference Paper,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-85090416060
"Fokas, A.S., Dikaios, N., Kastis, G.A.","7006444232;15076612600;6601986817;","Mathematical models and deep learning for predicting the number of individuals reported to be infected with SARS-CoV-2",2020,"Journal of the Royal Society Interface","17","169","20200494","","",,22,"10.1098/rsif.2020.0494","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089131736&doi=10.1098%2frsif.2020.0494&partnerID=40&md5=603013122ee04bd051cac06f7315ab45",Article,"Final","All Open Access, Hybrid Gold",Scopus,2-s2.0-85089131736
"Ge, H., Pan, Q., Zhou, Y., Xu, P., Zhang, L., Zhang, J., Yi, J., Yang, C., Zhou, Y., Liu, L., Zhang, Z.","35409049800;57200677881;57226884287;55845855300;57216153023;57206848809;57213464547;57218837530;57218836872;57218837487;36761802400;","Lung Mechanics of Mechanically Ventilated Patients With COVID-19: Analytics With High-Granularity Ventilator Waveform Data",2020,"Frontiers in Medicine","7",,"541","","",,3,"10.3389/fmed.2020.00541","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090390863&doi=10.3389%2ffmed.2020.00541&partnerID=40&md5=4c97decd4a5824306d8074636b99d1e5",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85090390863
[No author name available],[No author id available],"Proceedings of the 24th International Database Engineering and Applications Symposium, IDEAS 2020",2020,"ACM International Conference Proceeding Series",,,,"","",249,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123040815&partnerID=40&md5=9e025ac552e73ebcdd9cfd6b0abade08",Conference Review,"Final","",Scopus,2-s2.0-85123040815
"Feng, X., Feng, Y., Dawam, E.S.","55787092200;57216458624;57202189805;","Artificial Intelligence Cyber Security Strategy",2020,"Proceedings - IEEE 18th International Conference on Dependable, Autonomic and Secure Computing, IEEE 18th International Conference on Pervasive Intelligence and Computing, IEEE 6th International Conference on Cloud and Big Data Computing and IEEE 5th Cyber Science and Technology Congress, DASC/PiCom/CBDCom/CyberSciTech 2020",,,"9251111","328","333",,1,"10.1109/DASC-PICom-CBDCom-CyberSciTech49142.2020.00064","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097650901&doi=10.1109%2fDASC-PICom-CBDCom-CyberSciTech49142.2020.00064&partnerID=40&md5=e2450465956c5a21fb8a6bbc21cbf65b",Conference Paper,"Final","All Open Access, Bronze",Scopus,2-s2.0-85097650901
