sep=,
Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Session-Based Path Prediction by Combining Local and Global Content Preferences","Advances in Information Retrieval","","","","10.1007/978-3-030-45442-5_16","Kushal ChawlaNiyati Chhaya","2020","http://link.springer.com/chapter/10.1007/978-3-030-45442-5_16","Chapter"
"A Machine Learning Approach for Road Cycling Race Performance Prediction","Machine Learning and Data Mining for Sports Analytics","","","","10.1007/978-3-030-64912-8_9","Leonid KholkineTom De SchepperTim VerdonckSteven Latré","2020","http://link.springer.com/chapter/10.1007/978-3-030-64912-8_9","Chapter"
"Introduction to Advances in Assistive Technologies","Advances in Assistive Technologies","","","","10.1007/978-3-030-87132-1_1","Nikolaos G. BourbakisAnna EspositoGeorge A. TsihrintzisMaria VirvouLakhmi C. Jain","2022","http://link.springer.com/chapter/10.1007/978-3-030-87132-1_1","Chapter"
"Turn-Level Recurrence Self-attention for Joint Dialogue Action Prediction and Response Generation","Web and Big Data","","","","10.1007/978-3-030-60290-1_24","Yanxin TanZhonghong OuKemeng LiuYanan ShiMeina Song","2020","http://link.springer.com/chapter/10.1007/978-3-030-60290-1_24","Chapter"
"Predicting User Influence in the Propagation of Toxic Information","Knowledge Science, Engineering and Management","","","","10.1007/978-3-030-55130-8_40","Shu LiYishuo ZhangPenghui JiangZhao LiChengwei ZhangQingyun Liu","2020","http://link.springer.com/chapter/10.1007/978-3-030-55130-8_40","Chapter"
"Towards Fairness Through Time","Machine Learning and Principles and Practice of Knowledge Discovery in Databases","","","","10.1007/978-3-030-93736-2_46","Alessandro CastelnovoLorenzo MalandriFabio MercorioMario MezzanzanicaAndrea Cosentini","2021","http://link.springer.com/chapter/10.1007/978-3-030-93736-2_46","Chapter"
"Towards Explainable Meta-learning","Machine Learning and Principles and Practice of Knowledge Discovery in Databases","","","","10.1007/978-3-030-93736-2_38","Katarzyna WoźnicaPrzemysław Biecek","2021","http://link.springer.com/chapter/10.1007/978-3-030-93736-2_38","Chapter"
"Identify New Application Fields of a Given Technology","Creative Solutions for a Sustainable Development","","","","10.1007/978-3-030-86614-3_9","Matteo SpreaficoDavide Russo","2021","http://link.springer.com/chapter/10.1007/978-3-030-86614-3_9","Chapter"
"HMNet: Hybrid Matching Network for Few-Shot Link Prediction","Database Systems for Advanced Applications","","","","10.1007/978-3-030-73194-6_21","Shan XiaoLei DuanGuicai XieRenhao LiZihao ChenGeng DengJyrki Nummenmaa","2021","http://link.springer.com/chapter/10.1007/978-3-030-73194-6_21","Chapter"
"Efficient on-site confirmatory testing for atrial fibrillation with derived 12-lead ECG in a wireless body area network","Journal of Ambient Intelligence and Humanized Computing","","","","10.1007/s12652-021-03543-9","Aneesh M. KoyaP. P. Deepthi","2021","http://link.springer.com/article/10.1007/s12652-021-03543-9","Article"
"Applying Machine Learning in Technical Debt Management: Future Opportunities and Challenges","Quality of Information and Communications Technology","","","","10.1007/978-3-030-58793-2_5","Angeliki-Agathi TsintziraElvira-Maria ArvanitouApostolos AmpatzoglouAlexander Chatzigeorgiou","2020","http://link.springer.com/chapter/10.1007/978-3-030-58793-2_5","Chapter"
"DiabeDetect: A Novel Decision Tree-Based Approach for Early Prognosis of Diabetes","International Conference on Innovative Computing and Communications","","","","10.1007/978-981-16-2597-8_48","Muhammad Usama IslamMd. Mobarak HossainIqbal HossainMohammod Abul Kashem","2022","http://link.springer.com/chapter/10.1007/978-981-16-2597-8_48","Chapter"
"Graph-Based Method for the Interpretation of User Activities in Serious Games","Human-Computer Interaction – INTERACT 2021","","","","10.1007/978-3-030-85613-7_6","Iwona Grabska-GradzińskaJan K. Argasiński","2021","http://link.springer.com/chapter/10.1007/978-3-030-85613-7_6","Chapter"
"Comparative Analyses of Machine Learning Paradigms for Operators’ Voice Call Quality of Service","Information and Communication Technology and Applications","","","","10.1007/978-3-030-69143-1_6","Jacob O. Mebawondu","2021","http://link.springer.com/chapter/10.1007/978-3-030-69143-1_6","Chapter"
"Context-Aware XGBoost for Glottal Closure Instant Detection in Speech Signal","Text, Speech, and Dialogue","","","","10.1007/978-3-030-58323-1_48","Jindřich MatoušekMichal Vraštil","2020","http://link.springer.com/chapter/10.1007/978-3-030-58323-1_48","Chapter"
"Synthetic People Flow: Privacy-Preserving Mobility Modeling from Large-Scale Location Data in Urban Areas","Mobile and Ubiquitous Systems: Computing, Networking and Services","","","","10.1007/978-3-030-94822-1_36","Naoki TamuraKenta UranoShunsuke AokiTakuro YonezawaNobuo Kawaguchi","2022","http://link.springer.com/chapter/10.1007/978-3-030-94822-1_36","Chapter"
"Models for Arabic Document Quality Assessment","Business Information Systems Workshops","","","","10.1007/978-3-030-61146-0_24","Adnan YahyaAfnan AhmadAlaa AssafRawan KhaterAli Salhi","2020","http://link.springer.com/chapter/10.1007/978-3-030-61146-0_24","Chapter"
"An Emergent Role of Knowledge Graph and Summarization Methodology to Simplify Recruitment for the Indian IT Industry","Artificial Intelligence and Sustainable Computing for Smart City","","","","10.1007/978-3-030-82322-1_5","Anshul UjlayanManisha Sharma","2021","http://link.springer.com/chapter/10.1007/978-3-030-82322-1_5","Chapter"
"Joint Entity Linking for Web Tables with Hybrid Semantic Matching","Computational Science – ICCS 2020","","","","10.1007/978-3-030-50417-5_46","Jie XieYuhai LuCong CaoZhenzhen LiYangyang GuanYanbing Liu","2020","http://link.springer.com/chapter/10.1007/978-3-030-50417-5_46","Chapter"
"Document-Improved Hierarchical Modular Attention for Event Detection","Knowledge Science, Engineering and Management","","","","10.1007/978-3-030-55393-7_29","Yiwei NiQingfeng DuJincheng Xu","2020","http://link.springer.com/chapter/10.1007/978-3-030-55393-7_29","Chapter"
"DeepAD: A Joint Embedding Approach for Anomaly Detection on Attributed Networks","Computational Science – ICCS 2020","","","","10.1007/978-3-030-50417-5_22","Dali ZhuYuchen MaYinlong Liu","2020","http://link.springer.com/chapter/10.1007/978-3-030-50417-5_22","Chapter"
"Scalable Multi-agent Reinforcement Learning Architecture for Semi-MDP Real-Time Strategy Games","Neural Computing for Advanced Applications","","","","10.1007/978-981-15-7670-6_36","Zhentao WangWeiwei WuZiyao Huang","2020","http://link.springer.com/chapter/10.1007/978-981-15-7670-6_36","Chapter"
"Towards Precomputed 1D-Convolutional Layers for Embedded FPGAs","Machine Learning and Principles and Practice of Knowledge Discovery in Databases","","","","10.1007/978-3-030-93736-2_25","Lukas EinhausChao QianChristopher RinghoferGregor Schiele","2021","http://link.springer.com/chapter/10.1007/978-3-030-93736-2_25","Chapter"
"Target Tracking Based on DDPG in Wireless Sensor Network","Bio-inspired Information and Communication Technologies","","","","10.1007/978-3-030-57115-3_22","Yinhua LiaoQiang Liu","2020","http://link.springer.com/chapter/10.1007/978-3-030-57115-3_22","Chapter"
"A computational model for adaptive recording of vital signs through context histories","Journal of Ambient Intelligence and Humanized Computing","","","","10.1007/s12652-021-03126-8","Jorge Arthur Schneider ArandaRodrigo Simon BavarescoJuliano Varella de CarvalhoAdenauer Corrêa YaminMauricio Campelo TavaresJorge Luis Victória Barbosa","2021","http://link.springer.com/article/10.1007/s12652-021-03126-8","Article"
"Computation of the Airborne Contaminant Transport in Urban Area by the Artificial Neural Network","Computational Science – ICCS 2020","","","","10.1007/978-3-030-50417-5_30","Anna WawrzynczakMonika Berendt-Marchel","2020","http://link.springer.com/chapter/10.1007/978-3-030-50417-5_30","Chapter"
"Amalgamated Models for Detecting Duplicate Bug Reports","Advances in Artificial Intelligence","","","","10.1007/978-3-030-47358-7_49","Sukhjit Singh SehraTamer AbdouAyşe BaşarSumeet Kaur Sehra","2020","http://link.springer.com/chapter/10.1007/978-3-030-47358-7_49","Chapter"
"Valve Health Identification Using Sensors and Machine Learning Methods","IoT Streams for Data-Driven Predictive Maintenance and IoT, Edge, and Mobile for Embedded Machine Learning","","","","10.1007/978-3-030-66770-2_4","M. Atif QureshiLuis Miralles-PechuánJason PayneRonan O’MalleyBrian Mac Namee","2020","http://link.springer.com/chapter/10.1007/978-3-030-66770-2_4","Chapter"
"Behavior of k-NN as an Instance-Based Explanation Method","Machine Learning and Principles and Practice of Knowledge Discovery in Databases","","","","10.1007/978-3-030-93736-2_8","Chhavi YadavKamalika Chaudhuri","2021","http://link.springer.com/chapter/10.1007/978-3-030-93736-2_8","Chapter"
"SafeML: Safety Monitoring of Machine Learning Classifiers Through Statistical Difference Measures","Model-Based Safety and Assessment","","","","10.1007/978-3-030-58920-2_13","Koorosh AslansefatIoannis SorokosDeclan WhitingRamin Tavakoli KolagariYiannis Papadopoulos","2020","http://link.springer.com/chapter/10.1007/978-3-030-58920-2_13","Chapter"
"An Interpretable Automated Machine Learning Credit Risk Model","Applied Computer Sciences in Engineering","","","","10.1007/978-3-030-61834-6_2","Gabriel PatronDiego LeonEdwin LopezGerman Hernandez","2020","http://link.springer.com/chapter/10.1007/978-3-030-61834-6_2","Chapter"
"Securing Big Data-Based Smart Applications Using Blockchain Technology","Big Data Intelligence for Smart Applications","","","","10.1007/978-3-030-87954-9_11","Rihab BenaichImane El AlaouiYoussef Gahi","2022","http://link.springer.com/chapter/10.1007/978-3-030-87954-9_11","Chapter"
"i-CHANGE: A Platform for Managing Dockless Bike Sharing Systems","Computational Science and Its Applications – ICCSA 2020","","","","10.1007/978-3-030-58802-1_61","Lazaros ApostolidisSymeon PapadopoulosMaria LiatsikouIoannis FyrogenisEfthymis PapadopoulosGeorge KeikoglouKonstantinos AlexiouNasos ChondrosIoannis KompatsiarisIoannis Politis","2020","http://link.springer.com/chapter/10.1007/978-3-030-58802-1_61","Chapter"
"A Derivative-Free Method for Quantum Perceptron Training in Multi-layered Neural Networks","Neural Information Processing","","","","10.1007/978-3-030-63823-8_29","Tariq M. KhanAntonio Robles-Kelly","2020","http://link.springer.com/chapter/10.1007/978-3-030-63823-8_29","Chapter"
"Forklift Truck Activity Recognition from CAN Data","IoT Streams for Data-Driven Predictive Maintenance and IoT, Edge, and Mobile for Embedded Machine Learning","","","","10.1007/978-3-030-66770-2_9","Kunru ChenSepideh PashamiSławomir NowaczykEmilia JohanssonGustav SternelövThorsteinn Rögnvaldsson","2020","http://link.springer.com/chapter/10.1007/978-3-030-66770-2_9","Chapter"
"A Framework for Global Cooperation on Artificial Intelligence and Its Governance","Reflections on Artificial Intelligence for Humanity","","","","10.1007/978-3-030-69128-8_15","Pekka Ala-PietiläNathalie A. Smuha","2021","http://link.springer.com/chapter/10.1007/978-3-030-69128-8_15","Chapter"
"MACER: A Modular Framework for Accelerated Compilation Error Repair","Artificial Intelligence in Education","","","","10.1007/978-3-030-52237-7_9","Darshak ChhatbarUmair Z. AhmedPurushottam Kar","2020","http://link.springer.com/chapter/10.1007/978-3-030-52237-7_9","Chapter"
"Supervised Machine Learning Model to Help Controllers Solving Aircraft Conflicts","ADBIS, TPDL and EDA 2020 Common Workshops and Doctoral Consortium","","","","10.1007/978-3-030-55814-7_31","Md Siddiqur Rahman","2020","http://link.springer.com/chapter/10.1007/978-3-030-55814-7_31","Chapter"
"A Technique to Provide an Efficient System Recovery in the Fog- and Edge-Environments of Robotic Systems","Interactive Collaborative Robotics","","","","10.1007/978-3-030-87725-5_9","Anna KlimenkoIgor Kalyaev","2021","http://link.springer.com/chapter/10.1007/978-3-030-87725-5_9","Chapter"
"Gaming and Confrustion Explain Learning Advantages for a Math Digital Learning Game","Artificial Intelligence in Education","","","","10.1007/978-3-030-78292-4_28","J. Elizabeth RicheyJiayi ZhangRohini DasJuan Miguel Andres-BrayRichard ScruggsMichael MogessieRyan S. BakerBruce M. McLaren","2021","http://link.springer.com/chapter/10.1007/978-3-030-78292-4_28","Chapter"
"Towards an Instance-Level Meta-learning-Based Ensemble for Time Series Classification","Intelligent Systems","","","","10.1007/978-3-030-61380-8_29","Caio Luiggy Riyoichi Sawada UenoIgor BragaDiego Furtado Silva","2020","http://link.springer.com/chapter/10.1007/978-3-030-61380-8_29","Chapter"
"Automatic Fake News Detector in Social Media Using Machine Learning and Natural Language Processing Approaches","Smart Computing Techniques and Applications","","","","10.1007/978-981-16-1502-3_30","J. SrinivasK. Venkata Subba ReddyG. J. Sunny DeolP. VaraPrasada Rao","2021","http://link.springer.com/chapter/10.1007/978-981-16-1502-3_30","Chapter"
"Investigating Differential Error Types Between Human and Simulated Learners","Artificial Intelligence in Education","","","","10.1007/978-3-030-52237-7_47","Daniel WeitekampZihuiwen YeNapol RachatasumritErik HarpsteadKenneth Koedinger","2020","http://link.springer.com/chapter/10.1007/978-3-030-52237-7_47","Chapter"
"A Contextual Anomaly Detection Framework for Energy Smart Meter Data Stream","Neural Information Processing","","","","10.1007/978-3-030-63823-8_83","Xiufeng LiuZhichen LaiXin WangLizhen HuangPer Sieverts Nielsen","2020","http://link.springer.com/chapter/10.1007/978-3-030-63823-8_83","Chapter"
"Self-attention Enhanced Patient Journey Understanding in Healthcare System","Machine Learning and Knowledge Discovery in Databases","","","","10.1007/978-3-030-67664-3_43","Xueping PengGuodong LongTao ShenSen WangJing Jiang","2021","http://link.springer.com/chapter/10.1007/978-3-030-67664-3_43","Chapter"
"Deep Generative Recommendation with Maximizing Reciprocal Rank","Knowledge Science, Engineering and Management","","","","10.1007/978-3-030-55393-7_12","Xiaoyi SunHuafeng LiuLiping JingJian Yu","2020","http://link.springer.com/chapter/10.1007/978-3-030-55393-7_12","Chapter"
"Statistical Properties and Modelling of DDoS Attacks","Context-Aware Systems and Applications, and Nature of Computation and Communication","","","","10.1007/978-3-030-67101-3_4","Pheeha MachakaAntoine Bagula","2021","http://link.springer.com/chapter/10.1007/978-3-030-67101-3_4","Chapter"
"Anomaly Android Malware Detection: A Comparative Analysis of Six Classifiers","Information and Communication Technology and Applications","","","","10.1007/978-3-030-69143-1_12","Benjamin A. GyunkaOluwakemi C. AbikoyeAdekeye S. Adekunle","2021","http://link.springer.com/chapter/10.1007/978-3-030-69143-1_12","Chapter"
"Exploring Counterfactual Explanations for Classification and Regression Trees","Machine Learning and Principles and Practice of Knowledge Discovery in Databases","","","","10.1007/978-3-030-93736-2_37","Suryabhan Singh HadaMiguel Á. Carreira-Perpiñán","2021","http://link.springer.com/chapter/10.1007/978-3-030-93736-2_37","Chapter"
"Collaborative Learning Using LSTM-RNN for Personalized Recommendation","Services Computing – SCC 2020","","","","10.1007/978-3-030-59592-0_3","Benjamin A. KwapongRichard AnarfiKenneth K. Fletcher","2020","http://link.springer.com/chapter/10.1007/978-3-030-59592-0_3","Chapter"
"An Optimal Packet Assignment Algorithm for Multi-level Network Intrusion Detection Systems","Industrial Networks and Intelligent Systems","","","","10.1007/978-3-030-63083-6_23","Dao Thi-NgaChi Hieu TaVan Son VuDuc Van Le","2020","http://link.springer.com/chapter/10.1007/978-3-030-63083-6_23","Chapter"
"Extracting Distinctive Shapelets with Random Selection for Early Classification","Knowledge Science, Engineering and Management","","","","10.1007/978-3-030-55130-8_41","Guiling LiWenhe Yan","2020","http://link.springer.com/chapter/10.1007/978-3-030-55130-8_41","Chapter"
"An Empirical Analysis of the Maintainability Evolution of Open Source Systems","Open Source Systems","","","","10.1007/978-3-030-47240-5_8","Gerta KapllaniIlya KhomyakovRuzilya MirgalimovaAlberto Sillitti","2020","http://link.springer.com/chapter/10.1007/978-3-030-47240-5_8","Chapter"
"Sequence Embedding for Zero or Low Resource Knowledge Graph Completion","Database Systems for Advanced Applications","","","","10.1007/978-3-030-73194-6_20","Zhijuan Du","2021","http://link.springer.com/chapter/10.1007/978-3-030-73194-6_20","Chapter"
"Continuous Surrogate-Based Optimization Algorithms Are Well-Suited for Expensive Discrete Problems","Artificial Intelligence and Machine Learning","","","","10.1007/978-3-030-76640-5_4","Rickard KarlssonLaurens BliekSicco VerwerMathijs de Weerdt","2021","http://link.springer.com/chapter/10.1007/978-3-030-76640-5_4","Chapter"
"Effective Cross-Region Courier-Displacement for Instant Delivery via Reinforcement Learning","Wireless Algorithms, Systems, and Applications","","","","10.1007/978-3-030-85928-2_23","Shijie HuBaoshen GuoShuai WangXiaolei Zhou","2021","http://link.springer.com/chapter/10.1007/978-3-030-85928-2_23","Chapter"
"Zero Trust in the Context of the Utility Industry","Proceedings of the Future Technologies Conference (FTC) 2020, Volume 3","","","","10.1007/978-3-030-63092-8_65","Nikhil KumarNoah LaRoy","2021","http://link.springer.com/chapter/10.1007/978-3-030-63092-8_65","Chapter"
"Ethics and Regulation of Artificial Intelligence","Artificial Intelligence for Knowledge Management","","","","10.1007/978-3-030-80847-1_1","Anthony Wong","2021","http://link.springer.com/chapter/10.1007/978-3-030-80847-1_1","Chapter"
"Time Series Encodings with Temporal Convolutional Networks","Bioinspired Optimization Methods and Their Applications","","","","10.1007/978-3-030-63710-1_13","Markus ThillWolfgang KonenThomas Bäck","2020","http://link.springer.com/chapter/10.1007/978-3-030-63710-1_13","Chapter"
"From Models of Cognition to Robot Control and Back Using Spiking Neural Networks","Biomimetic and Biohybrid Systems","","","","10.1007/978-3-030-64313-3_18","Stefan IacobJohan KwisthoutSerge Thill","2020","http://link.springer.com/chapter/10.1007/978-3-030-64313-3_18","Chapter"
"EDKT: An Extensible Deep Knowledge Tracing Model for Multiple Learning Factors","Database Systems for Advanced Applications","","","","10.1007/978-3-030-73194-6_23","Liangliang HeXiao LiJintao TangTing Wang","2021","http://link.springer.com/chapter/10.1007/978-3-030-73194-6_23","Chapter"
"New Measures for Offline Evaluation of Learning Path Recommenders","Addressing Global Challenges and Quality Education","","","","10.1007/978-3-030-57717-9_19","Zhao ZhangArmelle BrunAnne Boyer","2020","http://link.springer.com/chapter/10.1007/978-3-030-57717-9_19","Chapter"
"ML Training on a Tiny Microcontroller for a Self-adaptive Neural Network-Based DC Motor Speed Controller","IoT Streams for Data-Driven Predictive Maintenance and IoT, Edge, and Mobile for Embedded Machine Learning","","","","10.1007/978-3-030-66770-2_20","Frederik FunkThorsten BuckschDaniel Mueller-Gritschneder","2020","http://link.springer.com/chapter/10.1007/978-3-030-66770-2_20","Chapter"
"Improving Affect Detection in Game-Based Learning with Multimodal Data Fusion","Artificial Intelligence in Education","","","","10.1007/978-3-030-52237-7_19","Nathan HendersonJonathan RoweLuc PaquetteRyan S. BakerJames Lester","2020","http://link.springer.com/chapter/10.1007/978-3-030-52237-7_19","Chapter"
"Methodology for Design and Implementation an Efficient HPC Cluster","High Performance Computing","","","","10.1007/978-3-030-68035-0_6","L. A. TorresCarlos J. Barrios","2021","http://link.springer.com/chapter/10.1007/978-3-030-68035-0_6","Chapter"
"Gait Abnormality Detection in People with Cerebral Palsy Using an Uncertainty-Based State-Space Model","Computational Science – ICCS 2020","","","","10.1007/978-3-030-50423-6_40","Saikat ChakrabortyNoble ThomasAnup Nandy","2020","http://link.springer.com/chapter/10.1007/978-3-030-50423-6_40","Chapter"
"Synthesizing Quality Open Data Assets from Private Health Research Studies","Business Information Systems Workshops","","","","10.1007/978-3-030-61146-0_26","Andrew YaleSaloni DashKaran BhanotIsabelle GuyonJohn S. EricksonKristin P. Bennett","2020","http://link.springer.com/chapter/10.1007/978-3-030-61146-0_26","Chapter"
"IterG: An Iteratively Learning Graph Convolutional Network with Ontology Semantics","Web and Big Data","","","","10.1007/978-3-030-60259-8_18","Xingya LiangFuxiang ZhangXin LiuYajun Yang","2020","http://link.springer.com/chapter/10.1007/978-3-030-60259-8_18","Chapter"
"Systematic Review of the Importance of Human Factors in Incorporating Healthcare Automation","Digital Human Modeling and Applications in Health, Safety, Ergonomics and Risk Management. AI, Product and Service","","","","10.1007/978-3-030-77820-0_8","Jessica KurniawanVincent G. Duffy","2021","http://link.springer.com/chapter/10.1007/978-3-030-77820-0_8","Chapter"
"A Graph Attentive Network Model for P2P Lending Fraud Detection","Knowledge Science, Engineering and Management","","","","10.1007/978-3-030-55130-8_28","Qiyi WangHongyan LiuJun HeXiaoyong Du","2020","http://link.springer.com/chapter/10.1007/978-3-030-55130-8_28","Chapter"
"Robust Sequence Embedding for Recommendation","Knowledge Science, Engineering and Management","","","","10.1007/978-3-030-55393-7_11","Rongzhi ZhangShuzi NiuYucheng Li","2020","http://link.springer.com/chapter/10.1007/978-3-030-55393-7_11","Chapter"
"An Assurance Case Pattern for the Interpretability of Machine Learning in Safety-Critical Systems","Computer Safety, Reliability, and Security. SAFECOMP 2020 Workshops","","","","10.1007/978-3-030-55583-2_30","Francis Rhys WardIbrahim Habli","2020","http://link.springer.com/chapter/10.1007/978-3-030-55583-2_30","Chapter"
"Deep Reinforcement Learning for Solving Train Unit Shunting Problem with Interval Timing","Dependable Computing - EDCC 2020 Workshops","","","","10.1007/978-3-030-58462-7_9","Wan-Jui LeeHelia JamshidiDiederik M. Roijers","2020","http://link.springer.com/chapter/10.1007/978-3-030-58462-7_9","Chapter"
"Joint Geographical and Temporal Modeling Based on Matrix Factorization for Point-of-Interest Recommendation","Advances in Information Retrieval","","","","10.1007/978-3-030-45439-5_14","Hossein A. RahmaniMohammad AliannejadiMitra BaratchiFabio Crestani","2020","http://link.springer.com/chapter/10.1007/978-3-030-45439-5_14","Chapter"
"A private Ethereum blockchain implementation for secure data handling in Internet of Medical Things","Journal of Reliable Intelligent Environments","","","","10.1007/s40860-021-00153-2","Dheeraj MohanLakshmi AlwinP. NeerajaK. Deepak LawrenceVinod Pathari","2021","http://link.springer.com/article/10.1007/s40860-021-00153-2","Article"
"Local Intrinsic Dimensionality III: Density and Similarity","Similarity Search and Applications","","","","10.1007/978-3-030-60936-8_19","Michael E. Houle","2020","http://link.springer.com/chapter/10.1007/978-3-030-60936-8_19","Chapter"
"PMD: An Optimal Transportation-Based User Distance for Recommender Systems","Advances in Information Retrieval","","","","10.1007/978-3-030-45442-5_34","Yitong MengXinyan DaiXiao YanJames ChengWeiwen LiuJun GuoBenben LiaoGuangyong Chen","2020","http://link.springer.com/chapter/10.1007/978-3-030-45442-5_34","Chapter"
"Document Network Projection in Pretrained Word Embedding Space","Advances in Information Retrieval","","","","10.1007/978-3-030-45442-5_19","Antoine GourruAdrien GuilleJulien VelcinJulien Jacques","2020","http://link.springer.com/chapter/10.1007/978-3-030-45442-5_19","Chapter"
"DeFraudNet: An End-to-End Weak Supervision Framework to Detect Fraud in Online Food Delivery","Machine Learning and Knowledge Discovery in Databases. Applied Data Science Track","","","","10.1007/978-3-030-86514-6_6","Jose MathewMeghana NegiRutvik VijjaliJairaj Sathyanarayana","2021","http://link.springer.com/chapter/10.1007/978-3-030-86514-6_6","Chapter"
"A Hybrid Neural Network RBERT-C Based on Pre-trained RoBERTa and CNN for User Intent Classification","Neural Computing for Advanced Applications","","","","10.1007/978-981-15-7670-6_26","Yuanxia LiuHai LiuLeung-Pun WongLap-Kei LeeHaijun ZhangTianyong Hao","2020","http://link.springer.com/chapter/10.1007/978-981-15-7670-6_26","Chapter"
"Interpretable Concept-Based Classification with Shapley Values","Ontologies and Concepts in Mind and Machine","","","","10.1007/978-3-030-57855-8_7","Dmitry I. IgnatovLéonard Kwuida","2020","http://link.springer.com/chapter/10.1007/978-3-030-57855-8_7","Chapter"
"Knowledge Graph Attention Network Enhanced Sequential Recommendation","Web and Big Data","","","","10.1007/978-3-030-60259-8_15","Xingwei ZhuPengpeng ZhaoJiajie XuJunhua FangLei ZhaoXuefeng XianZhiming CuiVictor S. Sheng","2020","http://link.springer.com/chapter/10.1007/978-3-030-60259-8_15","Chapter"
"Preparing Students for the Global Engineering Workforce: A Case Study of International Engineering Field Experience at the University of Mount Union","Proceedings of the Future Technologies Conference (FTC) 2021, Volume 3","","","","10.1007/978-3-030-89912-7_48","Okechukwu UgwejeHans Tritico","2022","http://link.springer.com/chapter/10.1007/978-3-030-89912-7_48","Chapter"
"Comparison of HPC Architectures for Computing All-Pairs Shortest Paths. Intel Xeon Phi KNL vs NVIDIA Pascal","Computer Science – CACIC 2020","","","","10.1007/978-3-030-75836-3_3","Manuel CostanzoEnzo RucciUlises CostiFranco ChichizolaMarcelo Naiouf","2021","http://link.springer.com/chapter/10.1007/978-3-030-75836-3_3","Chapter"
"Semantic Modelling of Citation Contexts for Context-Aware Citation Recommendation","Advances in Information Retrieval","","","","10.1007/978-3-030-45439-5_15","Tarek SaierMichael Färber","2020","http://link.springer.com/chapter/10.1007/978-3-030-45439-5_15","Chapter"
"Phishing Detection on Ethereum via Learning Representation of Transaction Subgraphs","Blockchain and Trustworthy Systems","","","","10.1007/978-981-15-9213-3_14","Zihao YuanQi YuanJiajing Wu","2020","http://link.springer.com/chapter/10.1007/978-981-15-9213-3_14","Chapter"
"Rough Net Approach for Community Detection Analysis in Complex Networks","Rough Sets","","","","10.1007/978-3-030-52705-1_30","Ivett FuentesArian PinaGonzalo NápolesLeticia ArcoKoen Vanhoof","2020","http://link.springer.com/chapter/10.1007/978-3-030-52705-1_30","Chapter"
"Attention-Based Knowledge Tracing with Heterogeneous Information Network Embedding","Knowledge Science, Engineering and Management","","","","10.1007/978-3-030-55130-8_9","Nan ZhangYe DuKe DengLi LiJun ShenGeng Sun","2020","http://link.springer.com/chapter/10.1007/978-3-030-55130-8_9","Chapter"
"DAPT 2020 - Constructing a Benchmark Dataset for Advanced Persistent Threats","Deployable Machine Learning for Security Defense","","","","10.1007/978-3-030-59621-7_8","Sowmya MyneniAnkur ChowdharyAbdulhakim SaburSailik SenguptaGarima AgrawalDijiang HuangMyong Kang","2020","http://link.springer.com/chapter/10.1007/978-3-030-59621-7_8","Chapter"
"Using Domain Ontologies for Text Classification. A Use Case to Classify Computer Science Papers","Knowledge Graphs and Semantic Web","","","","10.1007/978-3-030-65384-2_13","Janneth ChicaizaRuth Reátegui","2020","http://link.springer.com/chapter/10.1007/978-3-030-65384-2_13","Chapter"
"A Digital Twin for Safety and Risk Management: A Prototype for a Hydrogen High-Pressure Vessel","Designing for Digital Transformation. Co-Creating Services with Citizens and Industry","","","","10.1007/978-3-030-64823-7_34","Alireza JaribionSiavash H. KhajaviMikael ÖhmanAdriaan KnapenJan Holmström","2020","http://link.springer.com/chapter/10.1007/978-3-030-64823-7_34","Chapter"
"Towards Guidelines for Assessing Qualities of Machine Learning Systems","Quality of Information and Communications Technology","","","","10.1007/978-3-030-58793-2_2","Julien SiebertLisa JoeckelJens HeidrichKoji NakamichiKyoko OhashiIsao NambaRieko YamamotoMikio Aoyama","2020","http://link.springer.com/chapter/10.1007/978-3-030-58793-2_2","Chapter"
"On the Effectiveness of Neural Text Generation Based Data Augmentation for Recognition of Morphologically Rich Speech","Text, Speech, and Dialogue","","","","10.1007/978-3-030-58323-1_47","Balázs TarjánGyörgy SzaszákTibor FegyóPéter Mihajlik","2020","http://link.springer.com/chapter/10.1007/978-3-030-58323-1_47","Chapter"
"Iterative Reasoning over Knowledge Graph","Database Systems for Advanced Applications","","","","10.1007/978-3-030-73194-6_14","Liang XuJunjie Yao","2021","http://link.springer.com/chapter/10.1007/978-3-030-73194-6_14","Chapter"
"Enhancing Robustness of Graph Convolutional Networks via Dropping Graph Connections","Machine Learning and Knowledge Discovery in Databases","","","","10.1007/978-3-030-67664-3_25","Lingwei ChenXiaoting LiDinghao Wu","2021","http://link.springer.com/chapter/10.1007/978-3-030-67664-3_25","Chapter"
"Cross-Lingual Transfer for Hindi Discourse Relation Identification","Text, Speech, and Dialogue","","","","10.1007/978-3-030-58323-1_26","Anirudh DahiyaManish ShrivastavaDipti Misra Sharma","2020","http://link.springer.com/chapter/10.1007/978-3-030-58323-1_26","Chapter"
"A Self-attention Network Based Node Embedding Model","Machine Learning and Knowledge Discovery in Databases","","","","10.1007/978-3-030-67664-3_22","Dai Quoc NguyenTu Dinh NguyenDinh Phung","2021","http://link.springer.com/chapter/10.1007/978-3-030-67664-3_22","Chapter"
