PMID;Title;Authors;Citation;First Author;Journal/Book;Publication Year;Create Date;PMCID;NIHMS ID;DOI
34407487;Implementation of stacking based ARIMA model for prediction of Covid-19 cases in India;Swaraj A, Verma K, Kaur A, Singh G, Kumar A, Melo de Sales L.;J Biomed Inform. 2021 Sep,121:103887. doi: 10.1016/j.jbi.2021.103887. Epub 2021 Aug 15.;Swaraj A;J Biomed Inform;2021;18-8-2021;PMC8364768;;10.1016/j.jbi.2021.103887
35071733;A spatiotemporal machine learning approach to forecasting COVID-19 incidence at the county level in the USA;Lucas B, Vahedi B, Karimzadeh M.;Int J Data Sci Anal. 2022 Jan 15:1-20. doi: 10.1007/s41060-021-00295-9. Online ahead of print.;Lucas B;Int J Data Sci Anal;2022;24-1-2022;PMC8760128;;10.1007/s41060-021-00295-9
32259195;Intersecting U.S. Epidemics: COVID-19 and Lack of Health Insurance;Woolhandler S, Himmelstein DU.;Ann Intern Med. 2020 Jul 7,173(1):63-64. doi: 10.7326/M20-1491. Epub 2020 Apr 7.;Woolhandler S;Ann Intern Med;2020;8-4-2020;PMC7143156;;10.7326/M20-1491
34548599;Loan default prediction of Chinese P2P market: a machine learning methodology;Xu J, Lu Z, Xie Y.;Sci Rep. 2021 Sep 21,11(1):18759. doi: 10.1038/s41598-021-98361-6.;Xu J;Sci Rep;2021;22-9-2021;PMC8455619;;10.1038/s41598-021-98361-6
34977330;A new COVID-19 intubation prediction strategy using an intelligent feature selection and K-NN method;Varzaneh ZA, Orooji A, Erfannia L, Shanbehzadeh M.;Inform Med Unlocked. 2022,28:100825. doi: 10.1016/j.imu.2021.100825. Epub 2021 Dec 28.;Varzaneh ZA;Inform Med Unlocked;2022;3-1-2022;PMC8712462;;10.1016/j.imu.2021.100825
34629690;Forecasting the U.S. oil markets based on social media information during the COVID-19 pandemic;Wu B, Wang L, Wang S, Zeng YR.;Energy (Oxf). 2021 Jul 1,226:120403. doi: 10.1016/j.energy.2021.120403. Epub 2021 Mar 18.;Wu B;Energy (Oxf);2021;11-10-2021;PMC8486164;;10.1016/j.energy.2021.120403
32716641;Coronavirus Optimization Algorithm: A Bioinspired Metaheuristic Based on the COVID-19 Propagation Model;Martínez-Álvarez F, Asencio-Cortés G, Torres JF, Gutiérrez-Avilés D, Melgar-García L, Pérez-Chacón R, Rubio-Escudero C, Riquelme JC, Troncoso A.;Big Data. 2020 Aug,8(4):308-322. doi: 10.1089/big.2020.0051. Epub 2020 Jul 22.;Martínez-Álvarez F;Big Data;2020;28-7-2020;;;10.1089/big.2020.0051
34833656;Sentimental Analysis of COVID-19 Related Messages in Social Networks by Involving an N-Gram Stacked Autoencoder Integrated in an Ensemble Learning Scheme;Kandasamy V, Trojovský P, Machot FA, Kyamakya K, Bacanin N, Askar S, Abouhawwash M.;Sensors (Basel). 2021 Nov 15,21(22):7582. doi: 10.3390/s21227582.;Kandasamy V;Sensors (Basel);2021;27-11-2021;PMC8623208;;10.3390/s21227582
34939832;Projections for primary hip and knee replacement surgery up to the year 2060: an analysis based on data from The National Joint Registry for England, Wales, Northern Ireland and the Isle of Man;Matharu GS, Culliford DJ, Blom AW, Judge A.;Ann R Coll Surg Engl. 2021 Dec 23. doi: 10.1308/rcsann.2021.0206. Online ahead of print.;Matharu GS;Ann R Coll Surg Engl;2021;23-12-2021;;;10.1308/rcsann.2021.0206
35071611;Performance analysis of data mining algorithms for diagnosing COVID-19;Nopour R, Kazemi-Arpanahi H, Shanbehzadeh M, Azizifar A.;J Educ Health Promot. 2021 Nov 30,10:405. doi: 10.4103/jehp.jehp_138_21. eCollection 2021.;Nopour R;J Educ Health Promot;2021;24-1-2022;PMC8719570;;10.4103/jehp.jehp_138_21
33230389;A new prediction approach of the COVID-19 virus pandemic behavior with a hybrid ensemble modular nonlinear autoregressive neural network;Melin P, Monica JC, Sanchez D, Castillo O.;Soft comput. 2020 Nov 19:1-10. doi: 10.1007/s00500-020-05452-z. Online ahead of print.;Melin P;Soft comput;2020;24-11-2020;PMC7675021;;10.1007/s00500-020-05452-z
33012602;Ensemble forecast modeling for the design of COVID-19 vaccine efficacy trials;Dean NE, Pastore Y Piontti A, Madewell ZJ, Cummings DAT, Hitchings MDT, Joshi K, Kahn R, Vespignani A, Halloran ME, Longini IM Jr.;Vaccine. 2020 Oct 27,38(46):7213-7216. doi: 10.1016/j.vaccine.2020.09.031. Epub 2020 Sep 15.;Dean NE;Vaccine;2020;5-10-2020;PMC7492005;;10.1016/j.vaccine.2020.09.031
33013002;How can process safety and a risk management approach guide pandemic risk management?;Alauddin M, Islam Khan MA, Khan F, Imtiaz S, Ahmed S, Amyotte P.;J Loss Prev Process Ind. 2020 Nov,68:104310. doi: 10.1016/j.jlp.2020.104310. Epub 2020 Sep 30.;Alauddin M;J Loss Prev Process Ind;2020;5-10-2020;PMC7525359;;10.1016/j.jlp.2020.104310
34245809;The concerning increasing trend of alcohol beverage sales in the U.S. during the COVID-19 pandemic;Castaldelli-Maia JM, Segura LE, Martins SS.;Alcohol. 2021 Nov,96:37-42. doi: 10.1016/j.alcohol.2021.06.004. Epub 2021 Jul 8.;Castaldelli-Maia JM;Alcohol;2021;10-7-2021;PMC8421038;;10.1016/j.alcohol.2021.06.004
33456340;Optimization using the firefly algorithm of ensemble neural networks with type-2 fuzzy integration for COVID-19 time series prediction;Melin P, Sánchez D, Monica JC, Castillo O.;Soft comput. 2021 Jan 13:1-38. doi: 10.1007/s00500-020-05549-5. Online ahead of print.;Melin P;Soft comput;2021;18-1-2021;PMC7804581;;10.1007/s00500-020-05549-5
32839643;Time series prediction for the epidemic trends of COVID-19 using the improved LSTM deep learning method: Case studies in Russia, Peru and Iran;Wang P, Zheng X, Ai G, Liu D, Zhu B.;Chaos Solitons Fractals. 2020 Nov,140:110214. doi: 10.1016/j.chaos.2020.110214. Epub 2020 Aug 19.;Wang P;Chaos Solitons Fractals;2020;26-8-2020;PMC7437443;;10.1016/j.chaos.2020.110214
33619436;4P Model for Dynamic Prediction of COVID-19: a Statistical and Machine Learning Approach;Hasan KT, Rahman MM, Ahmmed MM, Chowdhury AA, Islam MK.;Cognit Comput. 2021 Feb 17:1-14. doi: 10.1007/s12559-020-09786-6. Online ahead of print.;Hasan KT;Cognit Comput;2021;23-2-2021;PMC7888531;;10.1007/s12559-020-09786-6
34731188;Predicting increases in COVID-19 incidence to identify locations for targeted testing in West Virginia: A machine learning enhanced approach;Price BS, Khodaverdi M, Halasz A, Hendricks B, Kimble W, Smith GS, Hodder SL.;PLoS One. 2021 Nov 3,16(11):e0259538. doi: 10.1371/journal.pone.0259538. eCollection 2021.;Price BS;PLoS One;2021;3-11-2021;PMC8565789;;10.1371/journal.pone.0259538
34642701;Predicting increases in COVID-19 incidence to identify locations for targeted testing in West Virginia: A machine learning enhanced approach;Price BS, Khodaverdi M, Halasz A, Hendricks B, Kimble W, Smith GS, Hodder SL.;medRxiv. 2021 Oct 7:2021.10.06.21264569. doi: 10.1101/2021.10.06.21264569. Preprint.;Price BS;medRxiv;2021;13-10-2021;PMC8509102;;10.1101/2021.10.06.21264569
34767822;Multivariate data driven prediction of COVID-19 dynamics: Towards new results with temperature, humidity and air quality data;Aragão DP, Oliveira EV, Bezerra AA, Dos Santos DH, da Silva Junior AG, Pereira IG, Piscitelli P, Miani A, Distante C, Cuno JS, Conci A, Gonçalves LMG.;Environ Res. 2022 Mar,204(Pt D):112348. doi: 10.1016/j.envres.2021.112348. Epub 2021 Nov 9.;Aragão DP;Environ Res;2022;12-11-2021;PMC8577104;;10.1016/j.envres.2021.112348
33042536;Mortality prediction model for the triage of COVID-19, pneumonia, and mechanically ventilated ICU patients: A retrospective study;Ryan L, Lam C, Mataraso S, Allen A, Green-Saxena A, Pellegrini E, Hoffman J, Barton C, McCoy A, Das R.;Ann Med Surg (Lond). 2020 Nov,59:207-216. doi: 10.1016/j.amsu.2020.09.044. Epub 2020 Oct 3.;Ryan L;Ann Med Surg (Lond);2020;12-10-2020;PMC7532803;;10.1016/j.amsu.2020.09.044
35194608;Reduced antigenicity of Omicron lowers host serologic response;Tubiana J, Xiang Y, Fan L, Wolfson HJ, Chen K, Schneidman-Duhovny D, Shi Y.;bioRxiv. 2022 Feb 15:2022.02.15.480546. doi: 10.1101/2022.02.15.480546. Preprint.;Tubiana J;bioRxiv;2022;23-2-2022;PMC8863144;;10.1101/2022.02.15.480546
34177116;A novel IoT-fog-cloud-based healthcare system for monitoring and predicting COVID-19 outspread;Ahanger TA, Tariq U, Nusir M, Aldaej A, Ullah I, Sulman A.;J Supercomput. 2022,78(2):1783-1806. doi: 10.1007/s11227-021-03935-w. Epub 2021 Jun 21.;Ahanger TA;J Supercomput;2022;28-6-2021;PMC8215493;;10.1007/s11227-021-03935-w
33354685;Using Mobility Data to Understand and Forecast COVID19 Dynamics;Wang L, Ben X, Adiga A, Sadilek A, Tendulkar A, Venkatramanan S, Vullikanti A, Aggarwal G, Talekar A, Chen J, Lewis BL, Swarup S, Kapoor A, Tambe M, Marathe M.;medRxiv. 2020 Dec 15:2020.12.13.20248129. doi: 10.1101/2020.12.13.20248129. Preprint.;Wang L;medRxiv;2020;23-12-2020;PMC7755147;;10.1101/2020.12.13.20248129
35218049;A bias toward the unknown: individual and environmental factors influencing exploratory behavior;Petzke TM, Schomaker J.;Ann N Y Acad Sci. 2022 Feb 25. doi: 10.1111/nyas.14757. Online ahead of print.;Petzke TM;Ann N Y Acad Sci;2022;26-2-2022;;;10.1111/nyas.14757
33558809;Surface water quality status and prediction during movement control operation order under COVID-19 pandemic: Case studies in Malaysia;Najah A, Teo FY, Chow MF, Huang YF, Latif SD, Abdullah S, Ismail M, El-Shafie A.;Int J Environ Sci Technol (Tehran). 2021 Feb 3:1-10. doi: 10.1007/s13762-021-03139-y. Online ahead of print.;Najah A;Int J Environ Sci Technol (Tehran);2021;9-2-2021;PMC7857098;;10.1007/s13762-021-03139-y
34764574;A new SEAIRD pandemic prediction model with clinical and epidemiological data analysis on COVID-19 outbreak;Liu XX, Fong SJ, Dey N, Crespo RG, Herrera-Viedma E.;Appl Intell (Dordr). 2021 Jan 1:1-37. doi: 10.1007/s10489-020-01938-3. Online ahead of print.;Liu XX;Appl Intell (Dordr);2021;12-11-2021;PMC7775669;;10.1007/s10489-020-01938-3
33711543;Explainable automated coding of clinical notes using hierarchical label-wise attention networks and label embedding initialisation;Dong H, Suárez-Paniagua V, Whiteley W, Wu H.;J Biomed Inform. 2021 Apr,116:103728. doi: 10.1016/j.jbi.2021.103728. Epub 2021 Mar 9.;Dong H;J Biomed Inform;2021;12-3-2021;;;10.1016/j.jbi.2021.103728
34746807;Computational Intelligence Enabled Student Performance Estimation in the Age of COVID-19;Bansal V, Buckchash H, Raman B.;SN Comput Sci. 2022,3(1):41. doi: 10.1007/s42979-021-00944-7. Epub 2021 Nov 2.;Bansal V;SN Comput Sci;2022;8-11-2021;PMC8562043;;10.1007/s42979-021-00944-7
33917544;Predicting the Dynamics of the COVID-19 Pandemic in the United States Using Graph Theory-Based Neural Networks;Davahli MR, Fiok K, Karwowski W, Aljuaid AM, Taiar R.;Int J Environ Res Public Health. 2021 Apr 6,18(7):3834. doi: 10.3390/ijerph18073834.;Davahli MR;Int J Environ Res Public Health;2021;30-4-2021;PMC8038789;;10.3390/ijerph18073834
32951626;Predictions of coronavirus COVID-19 distinct cases in Pakistan through an artificial neural network;Ahmad I, Muhammad Asad S.;Epidemiol Infect. 2020 Sep 21,148:e222. doi: 10.1017/S0950268820002174.;Ahmad I;Epidemiol Infect;2020;21-9-2020;PMC7533481;;10.1017/S0950268820002174
32839733;Generated time-series prediction data of COVID-19's daily infections in Brazil by using recurrent neural networks;Hawas M.;Data Brief. 2020 Oct,32:106175. doi: 10.1016/j.dib.2020.106175. Epub 2020 Aug 19.;Hawas M;Data Brief;2020;26-8-2020;PMC7437445;;10.1016/j.dib.2020.106175
35005705;Predicting 30-day return hospital admissions in patients with COVID-19 discharged from the emergency department: A national retrospective cohort study;Beiser DG, Jarou ZJ, Kassir AA, Puskarich MA, Vrablik MC, Rosenman ED, McDonald SA, Meltzer AC, Courtney DM, Kabrhel C, Kline JA, RECOVER Investigators.;J Am Coll Emerg Physicians Open. 2021 Dec 29,2(6):e12595. doi: 10.1002/emp2.12595. eCollection 2021 Dec.;Beiser DG;J Am Coll Emerg Physicians Open;2021;10-1-2022;PMC8716570;;10.1002/emp2.12595
34603944;Predictive models for COVID-19 cases, deaths and recoveries in Algeria;Lounis M, Torrealba-Rodriguez O, Conde-Gutiérrez RA.;Results Phys. 2021 Sep 23:104845. doi: 10.1016/j.rinp.2021.104845. Online ahead of print.;Lounis M;Results Phys;2021;4-10-2021;PMC8478079;;10.1016/j.rinp.2021.104845
34767791;Individual outcome prediction models for patients with COVID-19 based on their first day of admission to the intensive care unit;Rigo-Bonnin R, Gumucio-Sanguino VD, Pérez-Fernández XL, Corral-Ansa L, Fuset-Cabanes M, Pons-Serra M, Hernández-Jiménez E, Ventura-Pedret S, Boza-Hernández E, Gasa M, Solanich X, Sabater-Riera J.;Clin Biochem. 2022 Feb,100:13-21. doi: 10.1016/j.clinbiochem.2021.11.001. Epub 2021 Nov 9.;Rigo-Bonnin R;Clin Biochem;2022;12-11-2021;PMC8577569;;10.1016/j.clinbiochem.2021.11.001
33873177;Modelling dynamics of coronavirus disease 2019 spread for pandemic forecasting based on Simulink;Liu XX, Hu S, Fong SJ, Crespo RG, Herrera-Viedma E.;Phys Biol. 2021 May 28,18(4). doi: 10.1088/1478-3975/abf990.;Liu XX;Phys Biol;2021;19-4-2021;;;10.1088/1478-3975/abf990
33066922;The Association of Cerebrovascular Disease with Adverse Outcomes in COVID-19 Patients: A Meta-Analysis Based on Adjusted Effect Estimates;Xu J, Xiao W, Liang X, Zhang P, Shi L, Wang Y, Wang Y, Yang H.;J Stroke Cerebrovasc Dis. 2020 Nov,29(11):105283. doi: 10.1016/j.jstrokecerebrovasdis.2020.105283. Epub 2020 Aug 28.;Xu J;J Stroke Cerebrovasc Dis;2020;17-10-2020;PMC7455117;;10.1016/j.jstrokecerebrovasdis.2020.105283
33996401;Early prediction of coronavirus disease epidemic severity in the contiguous United States based on deep learning;Kao IH, Perng JW.;Results Phys. 2021 Jun,25:104287. doi: 10.1016/j.rinp.2021.104287. Epub 2021 May 8.;Kao IH;Results Phys;2021;17-5-2021;PMC8105308;;10.1016/j.rinp.2021.104287
35224743;Extending the susceptible-exposed-infected-removed (SEIR) model to handle the false negative rate and symptom-based administration of COVID-19 diagnostic tests: SEIR-fansy;Bhaduri R, Kundu R, Purkayastha S, Kleinsasser M, Beesley LJ, Mukherjee B, Datta J.;Stat Med. 2022 Feb 27. doi: 10.1002/sim.9357. Online ahead of print.;Bhaduri R;Stat Med;2022;28-2-2022;;;10.1002/sim.9357
32692753;Estimation of time-varying reproduction numbers underlying epidemiological processes: A new statistical tool for the COVID-19 pandemic;Hong HG, Li Y.;PLoS One. 2020 Jul 21,15(7):e0236464. doi: 10.1371/journal.pone.0236464. eCollection 2020.;Hong HG;PLoS One;2020;22-7-2020;PMC7373269;;10.1371/journal.pone.0236464
34568837;Explaining Causal Influence of External Factors on Incidence Rate of Covid-19;Paul SK, Jana S, Bhaumik P.;SN Comput Sci. 2021,2(6):465. doi: 10.1007/s42979-021-00864-6. Epub 2021 Sep 18.;Paul SK;SN Comput Sci;2021;27-9-2021;PMC8449528;;10.1007/s42979-021-00864-6
32565625;Comparative analysis and forecasting of COVID-19 cases in various European countries with ARIMA, NARNN and LSTM approaches;Kırbaş İ, Sözen A, Tuncer AD, Kazancıoğlu FŞ.;Chaos Solitons Fractals. 2020 Sep,138:110015. doi: 10.1016/j.chaos.2020.110015. Epub 2020 Jun 13.;Kırbaş İ;Chaos Solitons Fractals;2020;23-6-2020;PMC7293493;;10.1016/j.chaos.2020.110015
34640700;Automated Triage System for Intensive Care Admissions during the COVID-19 Pandemic Using Hybrid XGBoost-AHP Approach;Deif MA, Solyman AAA, Alsharif MH, Uthansakul P.;Sensors (Basel). 2021 Sep 24,21(19):6379. doi: 10.3390/s21196379.;Deif MA;Sensors (Basel);2021;13-10-2021;PMC8512533;;10.3390/s21196379
32675706;COVID-19 Ischemic Strokes as an Emerging Rehabilitation Population: A Case Series;Diaz-Segarra N, Edmond A, Kunac A, Yonclas P.;Am J Phys Med Rehabil. 2020 Oct,99(10):876-879. doi: 10.1097/PHM.0000000000001532.;Diaz-Segarra N;Am J Phys Med Rehabil;2020;18-7-2020;PMC7406213;;10.1097/PHM.0000000000001532
32501376;Analysis of Spatial Spread Relationships of Coronavirus (COVID-19) Pandemic in the World using Self Organizing Maps;Melin P, Monica JC, Sanchez D, Castillo O.;Chaos Solitons Fractals. 2020 Sep,138:109917. doi: 10.1016/j.chaos.2020.109917. Epub 2020 May 21.;Melin P;Chaos Solitons Fractals;2020;6-6-2020;PMC7241408;;10.1016/j.chaos.2020.109917
34392096;The effect of green energy, global environmental indexes, and stock markets in predicting oil price crashes: Evidence from explainable machine learning;Ben Jabeur S, Khalfaoui R, Ben Arfi W.;J Environ Manage. 2021 Nov 15,298:113511. doi: 10.1016/j.jenvman.2021.113511. Epub 2021 Aug 13.;Ben Jabeur S;J Environ Manage;2021;15-8-2021;PMC8437676;;10.1016/j.jenvman.2021.113511
32693249;Coronavirus disease 2019 mortality: a multivariate ecological analysis in relation to ethnicity, population density, obesity, deprivation and pollution;Bray I, Gibson A, White J.;Public Health. 2020 Aug,185:261-263. doi: 10.1016/j.puhe.2020.06.056. Epub 2020 Jul 7.;Bray I;Public Health;2020;22-7-2020;PMC7340023;;10.1016/j.puhe.2020.06.056
35169809;Multicenter Validation of a Machine Learning Algorithm for Diagnosing Pediatric Patients with Multisystem Inflammatory Syndrome and Kawasaki Disease;Lam JY, Roberts SC, Shimizu C, Bainto E, Sivilay N, Tremoulet AH, Gardiner MA, Kanegaye JT, Hogan AH, Salazar JC, Mohandas S, Szmuszkovicz JR, Mahanta S, Dionne A, Newburger JW, Ansusinha E, DeBiasi RL, Hao S, Ling XB, Cohen HJ, Nemati S, Burns JC, Pediatric Emergency Medicine Kawasaki Disease Research Group, CHARMS Study Group.;medRxiv. 2022 Feb 8:2022.02.07.21268280. doi: 10.1101/2022.02.07.21268280. Preprint.;Lam JY;medRxiv;2022;16-2-2022;PMC8845429;;10.1101/2022.02.07.21268280
32587995;A Comprehensive Public Health Evaluation of Lockdown as a Non-pharmaceutical Intervention on COVID-19 Spread in India: National Trends Masking State Level Variations;Basu D, Salvatore M, Ray D, Kleinsasser M, Purkayastha S, Bhattacharyya R, Mukherjee B.;medRxiv. 2020 Jun 14:2020.05.25.20113043. doi: 10.1101/2020.05.25.20113043. Preprint.;Basu D;medRxiv;2020;27-6-2020;PMC7310653;;10.1101/2020.05.25.20113043
34131413;A COVID-19 forecasting system using adaptive neuro-fuzzy inference;Ly KT.;Financ Res Lett. 2021 Jul,41:101844. doi: 10.1016/j.frl.2020.101844. Epub 2020 Nov 12.;Ly KT;Financ Res Lett;2021;16-6-2021;PMC8191513;;10.1016/j.frl.2020.101844
32362799;Composite Monte Carlo decision making under high uncertainty of novel coronavirus epidemic using hybridized deep learning and fuzzy rule induction;Fong SJ, Li G, Dey N, Crespo RG, Herrera-Viedma E.;Appl Soft Comput. 2020 Aug,93:106282. doi: 10.1016/j.asoc.2020.106282. Epub 2020 Apr 9.;Fong SJ;Appl Soft Comput;2020;5-5-2020;PMC7195106;;10.1016/j.asoc.2020.106282
35132336;Towards accurate prediction of patient length of stay at emergency department: a GAN-driven deep learning framework;Kadri F, Dairi A, Harrou F, Sun Y.;J Ambient Intell Humaniz Comput. 2022 Feb 3:1-15. doi: 10.1007/s12652-022-03717-z. Online ahead of print.;Kadri F;J Ambient Intell Humaniz Comput;2022;8-2-2022;PMC8810344;;10.1007/s12652-022-03717-z
33753268;Knowledge discovery from emergency ambulance dispatch during COVID-19: A case study of Nagoya City, Japan;Rashed EA, Kodera S, Shirakami H, Kawaguchi R, Watanabe K, Hirata A.;J Biomed Inform. 2021 May,117:103743. doi: 10.1016/j.jbi.2021.103743. Epub 2021 Mar 20.;Rashed EA;J Biomed Inform;2021;23-3-2021;PMC8581627;;10.1016/j.jbi.2021.103743
32909495;Intermittent demand forecasting for medical consumables with short life cycle using a dynamic neural network during the COVID-19 epidemic;Liu P.;Health Informatics J. 2020 Dec,26(4):3106-3122. doi: 10.1177/1460458220954730. Epub 2020 Sep 10.;Liu P;Health Informatics J;2020;10-9-2020;;;10.1177/1460458220954730
32145465;A conceptual model for the coronavirus disease 2019 (COVID-19) outbreak in Wuhan, China with individual reaction and governmental action;Lin Q, Zhao S, Gao D, Lou Y, Yang S, Musa SS, Wang MH, Cai Y, Wang W, Yang L, He D.;Int J Infect Dis. 2020 Apr,93:211-216. doi: 10.1016/j.ijid.2020.02.058. Epub 2020 Mar 4.;Lin Q;Int J Infect Dis;2020;8-3-2020;PMC7102659;;10.1016/j.ijid.2020.02.058
33711754;Incidence and mortality due to thromboembolic events during the COVID-19 pandemic: Multi-sourced population-based health records cohort study;Aktaa S, Wu J, Nadarajah R, Rashid M, de Belder M, Deanfield J, Mamas MA, Gale CP.;Thromb Res. 2021 Jun,202:17-23. doi: 10.1016/j.thromres.2021.03.006. Epub 2021 Mar 8.;Aktaa S;Thromb Res;2021;12-3-2021;PMC7938753;;10.1016/j.thromres.2021.03.006
32473399;Biophotonic telemedicine for disease diagnosis and monitoring during pandemics: Overcoming COVID-19 and shaping the future of healthcare;Nogueira MS.;Photodiagnosis Photodyn Ther. 2020 Sep,31:101836. doi: 10.1016/j.pdpdt.2020.101836. Epub 2020 May 27.;Nogueira MS;Photodiagnosis Photodyn Ther;2020;31-5-2020;PMC7255238;;10.1016/j.pdpdt.2020.101836
35132368;Effective treatment of imbalanced datasets in health care using modified SMOTE coupled with stacked deep learning algorithms;Sowjanya AM, Mrudula O.;Appl Nanosci. 2022 Feb 3:1-12. doi: 10.1007/s13204-021-02063-4. Online ahead of print.;Sowjanya AM;Appl Nanosci;2022;8-2-2022;PMC8811587;;10.1007/s13204-021-02063-4
35153555;Covid-19: predictive mathematical formulae for the number of deaths during lockdown and possible scenarios for the post-lockdown period;Fokas AS, Dikaios N, Kastis GA.;Proc Math Phys Eng Sci. 2021 May,477(2249):20200745. doi: 10.1098/rspa.2020.0745. Epub 2021 May 19.;Fokas AS;Proc Math Phys Eng Sci;2021;14-2-2022;PMC8300658;;10.1098/rspa.2020.0745
34041217;An Empirical Study on the Equity Performance of China's Health Insurance Companies During the COVID-19 Pandemic-Based on Cases of Dominant Listed Companies;Ye R, An N, Xie Y, Luo K, Lin Y.;Front Public Health. 2021 May 10,9:663189. doi: 10.3389/fpubh.2021.663189. eCollection 2021.;Ye R;Front Public Health;2021;27-5-2021;PMC8141801;;10.3389/fpubh.2021.663189
35095216;Are CDS spreads predictable during the Covid-19 pandemic? Forecasting based on SVM, GMDH, LSTM and Markov switching autoregression;Vukovic DB, Romanyuk K, Ivashchenko S, Grigorieva EM.;Expert Syst Appl. 2022 May 15,194:116553. doi: 10.1016/j.eswa.2022.116553. Epub 2022 Jan 22.;Vukovic DB;Expert Syst Appl;2022;31-1-2022;PMC8782769;;10.1016/j.eswa.2022.116553
34876759;Impact of Covid-19 outbreak on Turkish gasoline consumption;Güngör BO, Ertuğrul HM, Soytaş U.;Technol Forecast Soc Change. 2021 May,166:120637. doi: 10.1016/j.techfore.2021.120637. Epub 2021 Jan 27.;Güngör BO;Technol Forecast Soc Change;2021;8-12-2021;PMC8640974;;10.1016/j.techfore.2021.120637
33186225;Editorial: Novel therapeutic approaches in chronic kidney disease, uremia and kidney transplantation: past, present and future;Tantisattamo E, Kalantar-Zadeh K.;Curr Opin Nephrol Hypertens. 2021 Jan,30(1):1-4. doi: 10.1097/MNH.0000000000000677.;Tantisattamo E;Curr Opin Nephrol Hypertens;2021;13-11-2020;;;10.1097/MNH.0000000000000677
34255678;Correction: A COVID-19 Pandemic Artificial Intelligence-Based System With Deep Learning Forecasting and Automatic Statistical Data Acquisition: Development and Implementation Study;Yu CS, Chang SS, Chang TH, Wu JL, Lin YJ, Chien HF, Chen RJ.;J Med Internet Res. 2021 Jul 9,23(7):e31085. doi: 10.2196/31085.;Yu CS;J Med Internet Res;2021;13-7-2021;PMC8304106;;10.2196/31085
33067222;COVID-19 lockdown and fatal motor vehicle collisions due to speed-related traffic violations in Japan: a time-series study;Inada H, Ashraf L, Campbell S.;Inj Prev. 2021 Feb,27(1):98-100. doi: 10.1136/injuryprev-2020-043947. Epub 2020 Oct 16.;Inada H;Inj Prev;2021;17-10-2020;;;10.1136/injuryprev-2020-043947
33626376;Predictions of cancer mortality in Europe in 2021: room for hope in the shadow of COVID-19?;Martin-Moreno JM, Lessof S.;Ann Oncol. 2021 Apr,32(4):425-426. doi: 10.1016/j.annonc.2021.02.001. Epub 2021 Feb 21.;Martin-Moreno JM;Ann Oncol;2021;24-2-2021;;;10.1016/j.annonc.2021.02.001
32645911;Analysis of User Satisfaction with Online Education Platforms in China during the COVID-19 Pandemic;Chen T, Peng L, Yin X, Rong J, Yang J, Cong G.;Healthcare (Basel). 2020 Jul 7,8(3):200. doi: 10.3390/healthcare8030200.;Chen T;Healthcare (Basel);2020;11-7-2020;PMC7551570;;10.3390/healthcare8030200
33611042;Prediction of the spread of Corona-virus carrying droplets in a bus - A computational based artificial intelligence approach;Mesgarpour M, Abad JMN, Alizadeh R, Wongwises S, Doranehgard MH, Ghaderi S, Karimi N.;J Hazard Mater. 2021 Jul 5,413:125358. doi: 10.1016/j.jhazmat.2021.125358. Epub 2021 Feb 9.;Mesgarpour M;J Hazard Mater;2021;21-2-2021;PMC8055577;;10.1016/j.jhazmat.2021.125358
32888862;Coming out of the crisis: Restarting services after the coronavirus pandemic;Shaw AV, Reed AJ, Ryan D, Nijjher J, Critchley P, Ramsden A, Furniss D.;J Plast Reconstr Aesthet Surg. 2021 Feb,74(2):407-447. doi: 10.1016/j.bjps.2020.08.067. Epub 2020 Aug 25.;Shaw AV;J Plast Reconstr Aesthet Surg;2021;5-9-2020;PMC7446652;;10.1016/j.bjps.2020.08.067
33125277;Calling an Audible: COVID-19 and Competitive Sports;Nallamothu BK.;Circ Cardiovasc Qual Outcomes. 2020 Dec,13(12):e007628. doi: 10.1161/CIRCOUTCOMES.120.007628. Epub 2020 Oct 30.;Nallamothu BK;Circ Cardiovasc Qual Outcomes;2020;30-10-2020;PMC7742213;;10.1161/CIRCOUTCOMES.120.007628
32289150;Caution Warranted: Using the Institute for Health Metrics and Evaluation Model for Predicting the Course of the COVID-19 Pandemic;Jewell NP, Lewnard JA, Jewell BL.;Ann Intern Med. 2020 Aug 4,173(3):226-227. doi: 10.7326/M20-1565. Epub 2020 Apr 14.;Jewell NP;Ann Intern Med;2020;15-4-2020;PMC7197035;;10.7326/M20-1565
32298421;Pandemic Surge Models in the Time of Severe Acute Respiratory Syndrome Coronavirus 2: Wrong or Useful?;Wong JB.;Ann Intern Med. 2020 Sep 1,173(5):396-398. doi: 10.7326/M20-1956. Epub 2020 Apr 16.;Wong JB;Ann Intern Med;2020;17-4-2020;PMC7197037;;10.7326/M20-1956
34797372;Quantification of Sepsis Model Alerts in 24 US Hospitals Before and During the COVID-19 Pandemic;Wong A, Cao J, Lyons PG, Dutta S, Major VJ, Ötles E, Singh K.;JAMA Netw Open. 2021 Nov 1,4(11):e2135286. doi: 10.1001/jamanetworkopen.2021.35286.;Wong A;JAMA Netw Open;2021;19-11-2021;PMC8605481;;10.1001/jamanetworkopen.2021.35286
